Annee;Nom du partenaire;N SIRET;Adresse;Code postal;Ville;Intitule de la demande;Appel a projets;Appel a projets Politique Ville;Montant demande;Montant vote par demande;Total vote en 2013;Fonctionnement;Subventions sur projet;Subventions d'equipement;Subventions sans nature specifiee;S-PR-Numero SIMPA;Financee/Non Financee
2013;AOCSA LA 20E CHAISE;49080435800037;38 RUE DES AMANDIERS;75020;PARIS;VVV Sejour sportif et decouverte de l'environnement forestier 11-13 ans;O;N;2600;;;;;;;16203;Non financee
2013;ARC 75;31799229500012;57 RUE SAINT-LOUIS-EN-L'ILE;75004;PARIS;"VVV - Un ailleurs installe";O;N;0;;;;;;;2507;Non financee
2013;ARC 75;31799229500012;57 RUE SAINT-LOUIS-EN-L'ILE;75004;PARIS;"VVV - Un autre ailleurs";O;N;0;;;;;;;2507;Non financee
2013;ARCO IRIS;41850805700019;8 RUE DU GeNeRAL RENAUL;75011;PARIS;EDUC'APOEIRA;O;N;28980;28980;28980;;;;28980;10725;Financee
2013;AREMEDIA;40871306300068;113 RUE DU FAUBOURG DU TEMPLE;75010;PARIS;Prevention des conduites a risques aupres des jeunes;O;N;70000;70000;70000;70000;;;;15286;Financee
2013;Arsene Creations;43504649500022;22 RUE DE LA SA?DA;75015;PARIS;ARE - Ateliers d'expression artistiques, culturelles et pedagogiques.;O;N;44470;16100;16100;;;;16100;54082;Financee
2013;Art, Cinema et Enseignement;44310301500014;65 QUAI DE SEINE;75019;PARIS;Projet de realisation d'un film avec des personnes agees.;N;N;5000;7500;7500;2500;;;5000;43484;Financee
2013;ART CULTURE ET FOI - PARIS;47931870100014;10 RUE DU CLOITRE-NOTRE-DAME;75004;PARIS;soutien des ativites de l'association Art, Culture et Foi dans l'animation culturelle des paroisses;N;N;70000;33500;33500;33500;;;;21012;Financee
2013;ART EN EXIL;43771057700036;42 RUE DE GERGOVIE;75014;PARIS;11eme festival International de cinema iranien en exil;N;N;5000;3000;3000;;3000;;;7721;Financee
2013;ARTEXPO;44991874700014;1 RUE ALBERT CAMUS;75010;PARIS;PHOTO MODE GALERIE;N;N;80000;;;;;;;124321;Non financee
2013;Science Creativite Interdisciplinarite Recherche Education;49447045300023;24 RUE FAUBOURG SAINT JACQUES;75014;PARIS;Experimenter les premiers cursus universitaires en ligne;N;N;1000000;1000000;1000000;;;1000000;;150341;Financee
2013;Si tu vois Adrienne...;52467430600021;15 PASSAGE RAMEY;75018;PARIS;Spectacle de rue sur le gaspillage alimentaire et la reducton des dechets;O;N;14000;8000;8000;;8000;;;19676;Financee
2013;SOLIDARILAIT PARIS;75132602600018;75 BOULEVARD RICHARD LENOIR;75011;PARIS;Production de materiel d'information, de communication et de developpement de l'activite;N;N;850;;;;;;;20015;Non financee
2013;SOLIDIMEY;49231340800014;17 RUE BERNARD DIMEY;75018;PARIS;Autobiographie du quartier par les jeunes: journal ecrit, visuel et audiovisuel;O;O;10250;3000;3000;;3000;;;20213;Financee
2013;Soutenir Organiser Creer des Relais d'Apprentissage Tous Ensemble;43963163100025;46 RUE SAINT BLAISE;75020;PARIS;Co-financement DPVI d'un poste Adulte-Relais N?07504RT174;N;N;4706;;;;;;;14805;Non financee
2013;SPORTING CLUB DU 9EME ARRONDISSEMENT;34429756900040;54 RUE JB PIGALLE;75009;PARIS;Aide financiere au financement des 4 sections du Sporting Club du 9e;N;N;40000;29000;29000;29000;;;;17040;Financee
2013;STAR science technologie art recherche;39043750700010;44 RUE DE L' ECHIQUIER;75010;PARIS;Production d'un DVD - outil pedagogique de lutte contre les discriminations en milieux de travail...;N;N;5000;;;;;;;12185;Non financee
2013;Teatro Pazzo;43198362600034;15 RUE HENRI CHEVREAU;75020;PARIS;Aide a l'insertion sociale et professionnelle: Initiation a l?animation culturelle theatre en maison;O;O;3800;;;;;;;13385;Non financee
2013;TELESORBONNE;50408341100026;50 RUE DES TOURNELLES;75003;PARIS;Fonctionnement courant de l'association pour l'annee universitaire 2013-2014;N;N;8000;7000;7000;;;;7000;47221;Financee
2013;TENNIS CLUB DU XIIEME BERCY TC XII BERCY;33514977900019;68 BOULEVARD PONIATOWSKI;75012;PARIS;Subvention de fonctionnement;N;N;49000;61500;61500;61500;;;;6;Financee
2013;Theatre aux Mains Nues;32341933300030;7 SQUARE DES CARDEURS;75020;PARIS;Jeunesse, marionnette et urbanisme;O;O;12000;7000;7000;;3000;;4000;19565;Financee
2013;Theatre aux Mains Nues;32341933300030;7 SQUARE DES CARDEURS;75020;PARIS;Marionnette, graphisme et ecriture - Residence d'artistes en college - Art pour Grandir;O;N;5000;10000;10000;;10000;;;19565;Financee
2013;Theatre de l'Echo;32611848600033;53 RUE SAINT-BLAISE;75020;PARIS;Improvisations theatrales;O;O;7000;1400;1400;;1400;;;20024;Financee
2013;Theatre Italique;41373024300016;17 RUE D' ALIGRE;75012;PARIS;ARE - Abecedaire des filles et des garcons;O;N;3000;3000;3000;;;;3000;68542;Financee
2013;THEATRE MUSICAL DE PARIS;31669616000019;2 RUE EDOUARD COLONNE;75001;PARIS;Subvention d'equilibre;N;N;17446000;17446000;17446000;17446000;;;;20477;Financee
2013;THEATRE MUSICAL DE PARIS;31669616000019;2 RUE EDOUARD COLONNE;75001;PARIS;Subvention d'equipement;N;N;727327;300000;300000;;;300000;;20477;Financee
2013;ECOLE NORMALE SOCIALE;30903277900022;2 RUE DE TORCY;75018;PARIS;VVV 2013 - ? Participation et citoyennete au congres des Centre Sociaux ?;O;N;3000;;;;;;;9885;Non financee
2013;ecole parisienne du jeu d'echecs;49971513400023;79 RUE PASCAL;75013;PARIS;Soutien et aide pour nos actions relatives au jeu d'echecs en temps scolaire (GS de maternelle);N;N;4900;1400;1400;1400;;;;18644;Financee
2013;Ecoute Habitat 17 Amicale des locataires Bessieres-Garnier -Brunet-Pont a Mousson;51536284600013;14/16 BOULEVARD BESSIeRES;75017;PARIS;Actions d'animations de proximite.;O;O;5000;1000;1000;;1000;;;11665;Financee
2013;ELLE TOURNE LA PAGE MAISON DU LIVRE ET DE LA LECTURE;31766304500027;8bis RUE DU BUISSON SAINT LOUIS;75010;PARIS;ARE-Ateliers d'expression artistique "Grains de voix";O;N;10000;;;;;;;13729;Non financee
2013;Enda Europe;37960292300029;5 RUE DES IMMEUBLES INDUSTRIELS;75011;PARIS;Label Paris Co-developpement Sud 2013 Titre : Les femmes parisiennes de Kedougou se mobilisent!;O;N;14636;;;;;;;20284;Non financee
2013;EQUIPE SAINT VINCENT ALPHA XIV PARIS;45047049700022;5 AVENUE DE LA PORTE DE VANVES;75014;PARIS;Fonctionnement de l'Atelier Socio-Linguistique anime par l'equipe Saint Vincent ALPHA XIV Paris.;O;O;7000;3500;3500;;1500;;2000;10447;Financee
2013;ESCAPADE LIBERTE MOBILITE;44929082400076;0 CHEMIN DE GRAVILLIERS;75016;PARIS;Activite Tourisme pour personnes handicapees;N;N;5000;5000;5000;5000;;;;965;Financee
2013;Reseau Chretien - Immigres;45009102000013;76 RUE DE LA VERRERIE;75004;PARIS;Soutien a l'insertion des immigres en difficulte;N;N;3500;3500;3500;;;;3500;17069;Financee
2013;R STYLE;44323364800015;41 AVENUE DE FLANDRE;75019;PARIS;Ateliers de calligraffi pour les jeunes du quartier flandre;O;O;5000;1500;1500;;1500;;;291;Financee
2013;SECTION DE GYMNASTIQUE VOLONTAIRE DE LA PORTE MONTMARTRE;33434426400026;5 RUE ORDENER;75018;PARIS;Aide pour l'organisation et la perennisation de cours de Gymnastique Volontaire.;N;N;2300;2300;2300;2300;;;;18973;Financee
2013;Sida Info Service Association;38045574100179;190 BOULEVARD DE CHARONNE;75020;PARIS;Optimiser les dispositifs de Relation d?Aide a Distance (RAD) en Afrique de l'ouest et du centre.;N;N;449139;110000;110000;;110000;;;23041;Financee
2013;Soleil Blaise;48155472300025;50 RUE MOURAUD;75020;PARIS;Maintien du lien social et soutien aux initiatives locales;O;O;700;1000;1000;;1000;;;11445;Financee
2013;Solidarite Roquette;39984846400018;47 RUE DE LA ROQUETTE;75011;PARIS;Permanences d'acces aux droits - Ecrivains Publics;N;N;5000;5000;5000;;5000;;;17036;Financee
2013;Vivre le Beau;79295819100019;6 RUE DUPONT DES LOGES;75007;PARIS;subvention pour appel a projet culturel;O;N;4900;;;;;;;154983;Non financee
2013;VOLLEY 6;79245958800010;6 COUR DU LIeGAT;75013;PARIS;demande de subvention Volley6 2012/2013;N;N;6000;1900;1900;1900;;;;264;Financee
2013;Zellig;43820053700027;21 RUE ANATOLE FRANCE;94270;LE KREMLIN-BICeTRE;ARE: atelier musique : Un tube dans les cordes;O;N;4500;;;;;;;19860;Non financee
2013;LES ENFANTS DE LA GOUTTE D'OR EGDO;34365774800020;25 RUE DE CHARTRES;75018;PARIS;VVV Operation ? Sport, Prevention et Sante pour tou(te)s ? ptes vacs hiver;O;N;1084;667;667;667;;;;17594;Financee
2013;LES ENFANTS DE LA GOUTTE D'OR EGDO;34365774800020;25 RUE DE CHARTRES;75018;PARIS;VVV Operation ? Sport, Prevention et Sante pour tou(te)s ? ptes vacs Noel;O;N;1084;667;667;667;;;;17594;Financee
2013;les Faubourgs numeriques;42458239300056;2 RUE ANDRe MESSAGER;75018;PARIS;Chantier Ecole "OnLine";N;N;10000;5000;5000;;5000;;;20751;Financee
2013;LES LIBIDORS;79180838900013;8 ALLEE DES FReRES VOISIN;75015;PARIS;CARNAVAL, voyage autour du monde;N;N;750;;;;;;;148542;Non financee
2013;les parvis poetiques;32819563100036;7 RUE ERNESTINE;75018;PARIS;investissement DPVI vitrine GO;N;N;2700;2700;2700;;;2700;;37681;Financee
2013;L'Esperlu&te;50504925400012;3 SENTE DES DOReES;75019;PARIS;La Sente de la creation contemporaine;N;N;1000;;;;;;;97022;Non financee
2013;Les Productions Bellevilloises;51862449900019;8 RUE GeNeRAL RENAULT;75011;PARIS;VVV + l'echo du street art;O;N;1000;;;;;;;46342;Non financee
2013;Les Songes de Paulette;75332015900019;56 RUE SAINT SEBASTIEN;75011;PARIS;Financement pour la creation d'un spectacle de theatre;N;N;2000;;;;;;;113941;Non financee
2013;LES VOIX ANDALOUSES;44932124900020;8 RUE DU GeNeRAL RENAULT;75011;PARIS;ARE - L'image de soi par la photographie de portrait;O;N;75000;;;;;;;910;Non financee
2013;L'ETOILE DU NORD;32618492600011;16 RUE GEORGETTE AGUTTE;75018;PARIS;Corps et feminite;O;O;1800;;;;;;;16322;Non financee
2013;Ligue Internationale Contre le Racisme et l'Antisemitisme - Federation de Paris;79377006600017;42 RUE DU LOUVRE;75001;PARIS;Operation collegiens - Intervention dans les milieux scolaires - Licra Paris;O;N;3000;2500;2500;;2500;;;106082;Financee
2013;L'INTERLOQUE;44786352300059;7 RUE DE TRETAIGNE;75018;PARIS;Mouvances Recup' La Goutte d'Or;O;O;3000;;;;;;;7881;Non financee
2013;L'oeil a Memoires;78842392900017;69 AVENUE DE FONTAINEBLEAU;77310;SAINT-FARGEAU-PONTHIERRY;ARE - Atelier de pratique et de decouverte des arts numeriques -;O;N;5600;;;;;;;153001;Non financee
2013;MACAO ECRITURE(S);50837250500026;11 RUE CAILLAUX;75013;PARIS;RETOUR a L'EMPLOI PAR LES ATELIERS D?ECRITURE a L' ESPACE PUBLIC NUMERIQUE 13 Du stylo a l?ordina;O;O;2500;1500;1500;;1500;;;20062;Financee
2013;MAISON DES COPAINS DE LA VILLETTE;78477977900031;156 RUE D' AUBERVILLIERS;75019;PARIS;Action reussite lyceens;O;O;11000;6000;6000;;6000;;;14869;Financee
2013;Matador;48840115900022;17 RUE DE LA VILLETTE;75019;PARIS;ARE - Ateliers : Conte "Au Croco !" : spectacle clown et soundpainting;O;N;7000;7000;7000;;;;7000;19071;Financee
2013;Medecins du Monde;32101874900127;62 RUE MARCADET;75018;PARIS;Lutte contre le VIH/Sida aupres des usagers de drogue, Municipalite de Temeke/Dar es Salam/Tanzanie;N;N;150000;150000;150000;;150000;;;20399;Financee
2013;Club des Parachutistes Aviateurs Francais;44828649200013;118 AVENUE GAMBETTA;75020;PARIS;Pratique sportive des jeunes garcons et filles;N;N;200;200;200;200;;;;13855;Financee
2013;CLUB SPORTIF LANCRY 3EME AGE;48753093300026;93 QUAI DE VALMY;75010;PARIS;subvention pour la gymnastique douce senior;N;N;1000;1700;1700;1700;;;;10835;Financee
2013;Comite Contre l'Esclavage Moderne;41936790900035;107 AVENUE PARMENTIER;75011;PARIS;Accompagnement global de victimes de traite des etres humains et d'esclavage moderne;N;N;40000;33000;33000;;23000;;10000;19807;Financee
2013;Comite d'Entente des Anciens Combattants et Victimes de Guerre du 3eme ardt PARIS 75003;39141562700028;5 RUE PERREE;75003;PARIS;PROJET SUBVENTION CEACVG3 2013;N;N;1000;850;850;850;;;;19613;Financee
2013;COMITE QUARTIER LATIN;53331624600016;27 RUE CLAUDE BERNARD;75005;PARIS;Achevement du Site CQL.fr et soutien aux initiatives du CQL;N;N;10000;9000;9000;9000;;;;2401;Financee
2013;Compagnie A Force de Rever;38937771400024;3 VILLA BRUNE;75014;PARIS;Appel a projet d'animation culturels et innovants, pour les enfants d'age maternel et elementaire de;O;N;4100;4100;4100;;;;4100;12025;Financee
2013;COMPAGNIE CECI-ARC DE PARIS;44808075400014;15 RUE MAYET;75006;PARIS;Aide aux frais de transport des archers handicapes visuels et du materiel specifique lors des compet;N;N;4500;2000;2000;2000;;;;19246;Financee
2013;Compagnie Cipango;49775324400027;14 bis RUE DE LA VENDeE;71320;TOULON SUR ARROUX;ARE-Proposition d'ateliers theatraux sur le temps periscolaire;O;N;1300;;;;;;;154121;Non financee
2013;compagnie Confidences;38227499100050;51 RUE BOUSSINGAULT;75013;PARIS;Financement d'une action de sensibilisation a l'egalite Femmes/Hommes et a la lutte contre l?homopho;N;N;8000;8000;8000;;8000;;;19841;Financee
2013;Compagnie des Mornes Bleus;4429053600016;34 VOIE BReFORT;97129;LAMENTIN;Developpement et distribution du spectacle "Karok et Kiki";N;N;5000;;;;;;;38361;Non financee
2013;Compagnie Sol Lucet Omnibus;43464821800031;30 RUE ERARD;75012;PARIS;Ateliers Contes autour du Monde;O;N;3145;6290;6290;;;;6290;153801;Financee
2013;ASSOCIATION UNIVERSELLE SENIOR ENTREPRISE;752010074074;72 RUE LAURISTON;75016;PARIS;QUI AUSE GAGNE;N;N;70000;;;;;;;108221;Non financee
2013;ATELIER PARISIEN D'URBANISME;78423753900019;17 BOULEVARD MORLAND;75004;PARIS;Publication de l'Atlas de la metropole;N;N;20000;20000;20000;20000;;;;39121;Financee
2013;ATELIERS VARAN;34991927400010;6 IMPASSE DE MONT LOUIS;75011;PARIS;LES DIMANCHES DE VARAN;N;N;7500;1500;1500;1500;;;;20053;Financee
2013;LE PONT QIAOLIANG;44006098600000;10 RUE MeLINGUE;75019;PARIS;integration socioculturelle d'une population d'immigration recente d'origine chinoise;O;O;6000;6500;6500;;6500;;;19956;Financee
2013;LE RELAIS DE MENILMONTANT;30900121200021;2 RUE CHEVREAU;75020;PARIS;"INSERTION SOCIALE, PREVENTION, AIDE A L?ACCES AUX DROITS DES JEUNES ";O;O;11000;2500;2500;;2500;;;18888;Financee
2013;Association terre de talent 2014;79439008800019;80 RUE TAITBOUT;75009;PARIS;Stages Terre de talents de janvier a aout 2014;N;N;4000;;;;;;;171262;Non financee
2013;Association theatre de la Compagnie a Bulles;34276474300049;16 RUE VANDREZANNE;75013;PARIS;LABEL PARIS EUROPE 2013;O;N;15000;;;;;;;44881;Non financee
2013;Association Universelle D'Aide aux Handicapes a la Creation d'Entreprise;53916776700018;AUDAHCE RUE LAURISTON;75016;PARIS;AUDAHCE POUR TOUS;N;N;70000;;;;;;;95221;Non financee
2013;Atellanes;40387712900037;10 ter RUE DE LA SOLIDARITe;75019;PARIS;ARE - Memoires du 19eme arrondissement ARE - Atelier Radio;O;N;5200;2200;2200;;2200;;;13909;Financee
2013;ATTAQUE SIMPLE RIPOSTE (ASR);48393442800010;195 RUE DE VAUGIRARD;75015;PARIS;Subvention de fonctionnement;N;N;1800;1200;1200;1200;;;;154;Financee
2013;AUTREMONDE;40311845800054;30 RUE DE LA MARE;75020;PARIS;Ville de Parie - Demo L Vie associative : Seminaire de rentree et Universite d'automne d'Autremond;N;N;10000;;;;;;;8563;Non financee
2013;BALLE AU BUT BAB;44946577200019;129 RUE DE LA SANTe;75013;PARIS;Developpement de la pratique sportive du hand vers un public elargi;N;N;1200;1100;1100;1100;;;;16454;Financee
2013;Bamavibe;50923205400023;59, RUE DE LA FONTIANE AU ROI;75011;PARIS;Gener'Actives;O;O;3500;3500;3500;2000;;;1500;110541;Financee
2013;Bete a Bon Dieu Production;47807526000040;22 RUE DEPARCIEUX;75014;PARIS;ARE-Atelier d'expression artistique, poetique, en voix, signes et gestes/AFFAIRES SCOLAIRES;O;N;4000;;;;;;;17803;Non financee
2013;Bete a Bon Dieu Production;47807526000040;22 RUE DEPARCIEUX;75014;PARIS;Direction des familles et de la petite enfance aide a la realisation de clip enfance/famille en LSF;N;N;5000;;;;;;;17803;Non financee
2013;Bureau des Eleves de l'Ecole du Louvre;50922688200017;00 PLACE DU CARROUSEL;75001;PARIS;L?Afrique des Cent Voix Cycle d?initiation a la culture orale africaine et ses modes de transmissio;N;N;5000;;;;;;;1042;Non financee
2013;Cadres Pour l'Entreprise;52320397400010;6 RUE ALBERT DE LAPPARENT;75007;PARIS;Demande de subvention au titre des fonds du Maire du VIIeme arrondissemebt;N;N;2000;2000;2000;2000;;;;84721;Financee
2013;Cap Digital Paris Region;48974929100022;74 RUE FAUBOURG SAINT ANTOINE;75012;PARIS;Subvention de soutien a l'evenement Futur en Seine;N;N;100000;100000;100000;100000;;;;96181;Financee
2013;CAP SPORT ART AVENTURE ET AMITIE CAP SAAA;42912398700027;190 RUE LECOURBE;75015;PARIS;Coupe de france de rugby fauteuil;N;N;10000;55000;55000;55000;;;;1747;Financee
2013;CENTRE ALPHA CHOISY;40860525100011;27 AVENUE DE CHOISY;75013;PARIS;Jeunes primo-arrivants : se former en francais, un premier pas vers l'insertion professionnelle;O;O;11000;;;;;;;9865;Non financee
2013;CENTRE D'ACCUEIL ET DE MEDIATION RELATIONNELLE EDUCATIVE ET SOCIALE;40318426000012;11 PASSAGE DUBAIL;75010;PARIS;Fonctionnement "Accueil de jour";N;N;99050;;;;;;;13545;Non financee
2013;Centre des Arts de la Scene;49378060500025;41 RUE BARGUE;75015;PARIS;Actions et animations culturelles recurrentes, Organisation de la 3e edition festival 15 Cents Coups;N;N;30000;12000;12000;12000;;;;14846;Financee
2013;Centre d'Information des Femmes et des Familles de Paris;48937656600035;17 RUE JEAN POULMARCH;75010;PARIS;Femmes dans les quartiers, femmes citoyennes (20eme);O;O;5000;;;;;;;13406;Non financee
2013;Centre d'information et d'animation du 7eme INTER 7;31515952500023;105 RUE SAINT DOMINIQUE;75007;PARIS;Financement des actions d'Inter 7 en faveur des seniors;N;N;9000;5000;5000;5000;;;;20145;Financee
2013;CENTRE EPINETTES FAMILLE INSERTION ACCUEIL CEFIA;39999069600037;102 RUE DE LA JONQUIeRE;75017;PARIS;VVV ? Sejour familial Parents-Adolescents ?;O;N;4000;;;;;;;3001;Non financee
2013;CENTRE PAROISSIAL D'INITIATIVES JEUNES CEPIJE;40336697400018;9 PASSAGE RIMBAUT;75014;PARIS;VVV Initiation et Approfondissement Multimedia Toussaint;O;N;1500;;;;;;;12645;Non financee
2013;Au Coeur des Chats;51069760000011;32 RUE LEIBNIZ;75018;PARIS;Fonctionnement courant de l?association Au C?ur des Chats pour l?annee 2013;N;N;1000;1000;1000;;;;1000;9345;Financee
2013;AU FIL DE LA DECOUVERTE;34885689900011;6 RUE DE CRONSTADT;75015;PARIS;Fonctionnement courant de l'association pour l'annee 2013;N;N;19000;52472;52472;52472;;;;20414;Financee
2013;BALLETS ETHERY PAGAVA;32104551000013;288 RUE DE VAUGIRARD;75015;PARIS;Spectacle vivant;N;N;3500;;;;;;;17641;Non financee
2013;Belleville en vue(s);45405833000027;1 RUE FReDeRICK LEMAITRE;75020;PARIS;CO-FINANCEMENT DPVI D'UN POSTE ADULTE-RELAI Convention AR 075 07R 0337 00;N;N;4706;4706;4706;4706;;;;7961;Financee
2013;Brigade des Images;48074162800014;4 AVENUE BOUTROUX;75013;PARIS;Fonctionnement courant de l?association Brigade des Images pour l?annee 2013;N;N;3000;2000;2000;2000;;;;19591;Financee
2013;BULLES D'OXYGENE;48075370600021;100 RUE PETIT;75019;PARIS;TERRE DE MEMOIRES;N;N;3000;;;;;;;16303;Non financee
2013;CADMIUM compagnie;49344090300018;10 RUE VIEILLE DE L'HERMITAGE;95300;PONTOISE;ARE ? ATELIERS D?ANIMATION CULTURELS ET INNOVANTS;O;N;4620;;;;;;;154663;Non financee
2013;Centre contre les manipulations mentales -Ile de france;32246590700051;3 RUE LESPAGNOL;75020;PARIS;prevention/information aupres du public, aupres des jeunes notamment , accueil, aide aux victimes,;N;N;15000;10000;10000;10000;;;;55602;Financee
2013;Centre d'Information, de Formation, de Recherche et de Developpement pour les Originaires d'Outre-mer;39108309400014;APV RUE DU LANGUEDOC;91301;MASSY CEDEX;Demande de subvention pour le Prix Litteraire Fetkann! et Brassages;N;N;15000;4000;4000;;4000;;;39081;Financee
2013;Centre du Theatre de l'Opprime;31939212200036;78 RUE DU CHAROLAIS;75012;PARIS;ARE Atelier theatre forum;O;N;17280;;;;;;;52701;Non financee
2013;Centre du Theatre de l'Opprime;31939212200036;78 RUE DU CHAROLAIS;75012;PARIS;Fonctionnement courant de l?association pour l?annee 2013.;N;N;30000;30000;30000;30000;;;;52701;Financee
2013;Centre francais de protection de l'enfance etablissements;51931620200075;71 BOULEVARD DE BRANDEBOURG;94200;IVRY-SUR-SEINE;Dossier VVV: chantier de solidarite internationale au Maroc;N;N;6000;;;;;;;121781;Non financee
2013;centre psychanalytique de consultations et de traitement de Paris;450024666623;1 RUE HUYSMANS;75006;PARIS;DEMANDE DE SUBVENTION DE FONCTIONNEMENT ET D'INVESTISSEMENT;N;N;53200;;;;;;;106121;Non financee
2013;CERAF SOLIDARITE;50189845800018;232 RUE MARCADET;75018;PARIS;Accompagnement des femmes, chefs de famille monoparentale, vers l'acces aux dispositifs d'insertion;O;O;31270;9541;9541;7000;2541;;;4761;Financee
2013;CEP CERCLE DES ESCRIMEURS PARISIENS;42435583200025;10 RUE ALBERT;75013;PARIS;ARE - Sport et Citoyennete;O;N;9630;9630;9630;;9630;;;17537;Financee
2013;LES AMIS DU BUS DES FEMMES;39904958400036;58 RUE DES AMANDIERS;75020;PARIS;Soutien et accompagnement des personnes prosituees rencontrees sur les territoires prioritaires.;O;O;50000;;;;;;;19600;Non financee
2013;PLIE de Paris Nord-Est.;48338140600022;10 RUE SAINT MATHIEU;75018;PARIS;Subvention 2013 PLIE Paris Nord Est;N;N;1060000;1060000;;;;;;39803;Financee
2013;PLUS LOIN;39344280100048;4 RUE PAUL JEAN TOULET;75020;PARIS;VVV apprentis cineastes Printemps;O;N;4000;;;;;;;13486;Non financee
2013;Pour l'harmonie des relations Enfants Parents;42497209900024;5 RUE GUILLAUMOT;75012;PARIS;Subvention de fonctionnement pour le service d'accueil et d'ecoute de PHARE Enfants-Parents;N;N;15000;10000;10000;10000;;;;21148;Financee
2013;P.P.Dream;40532511100023;4 RUE DE NANTES;75019;PARIS;Financement du spectacle "Cupidon" de Gilbert Peyre au Cirque Electrique-La Dalle en septembre 2013;N;N;10000;7000;7000;7000;;;;141261;Financee
2013;PROJETS-19;42294844800044;9 RUE MATHIS;75019;PARIS;Point d'appui a la Vie associative 19eme;O;O;25000;0;0;0;;;;11085;Financee
2013;PROQUARTET - CENTRE EUROPeEN DE MUSIQUE DE CHAMBRE;34270466500039;9 RUE GEOFFROY L'ASNIER;75004;PARIS;SUBVENTION AU FONCTIONNEMENT MUSIQUE;N;N;20000;1500;1500;1500;;;;13128;Financee
2013;PROTECTION CIVILE DE PARIS;41803746100047;244 RUE DE VAUGIRARD;75015;PARIS;Subvention de fonctionnement 2013 - achat d'uniformes;N;N;20000;18000;18000;18000;;;;16075;Financee
2013;Quai Jazz;49131001700018;20 PASSAGE ST-SeBASTIEN;75011;PARIS;8eme festival Quai Jazz;N;N;6000;5000;5000;5000;;;;23282;Financee
2013;Readymade factory;5252821900012;17 RUE JULIEN LACROIX;75020;PARIS;Financement du festival CINE MENILMONTANT;N;N;5400;;;;;;;129761;Non financee
2013;Regie de Quartier Fontaine au Roi;45109516000011;1 RUE ROBERT HOUDIN;75011;PARIS;CO-Financement DPVI d'un poste Adulte-Relais 07511053400;N;N;4706;4706;4706;;4706;;;7601;Financee
2013;Regie de Quartier Fontaine au Roi;45109516000011;1 RUE ROBERT HOUDIN;75011;PARIS;Pour un quartier propre: Avoir le bon geste au bon moment au bon endroit;O;O;5000;5000;5000;5000;;;;7601;Financee
2013;RESEAU MEMOIRE DE L'ENVIRONNEMENT;48013420400027;15 PASSAGE RAMEY;75018;PARIS;Developpement informatique et papier de l'offre de documentation et d'education sur l'environnement;N;N;6000;;;;;;;17940;Non financee
2013;RESEAU MOM'ARTRE;50996337700023;204 RUE DE CRIMEE;75019;PARIS;DASES cofinancement d'un etablissement de vie sociale, a M?m'artre (18eme) du Reseau M?m'artre;N;N;14000;;;;;;;19394;Non financee
2013;RETRAITE SPORTIVE DE PARIS;50863733700017;65 RUE DU MOULIN DES PRES;75013;PARIS;Subvention de fonctionnement - compensation des hausses de tarifs des equipements;N;N;8000;1000;1000;1000;;;;1511;Financee
2013;LES ENFANTS DE LA GOUTTE D'OR EGDO;34365774800020;25 RUE DE CHARTRES;75018;PARIS;co financement dpvi convention 07503R034102;N;O;4706;4706;4706;4706;;;;17594;Financee
2013;LES ENFANTS DE LA GOUTTE D'OR EGDO;34365774800020;25 RUE DE CHARTRES;75018;PARIS;INVESTISSEMENT DPVI amenagement jardin et embellissement vitrine EGDO;N;N;4700;4700;4700;;;4700;;17594;Financee
2013;LES ENFANTS DE LA GOUTTE D'OR EGDO;34365774800020;25 RUE DE CHARTRES;75018;PARIS;VVV Petites vacances hiver;O;N;1500;500;500;500;;;;17594;Financee
2013;LES ENFANTS DE LA GOUTTE D'OR EGDO;34365774800020;25 RUE DE CHARTRES;75018;PARIS;VVV Petites vacances Noel;O;N;1500;;;;;;;17594;Non financee
2013;Les Jardins Partages Labori-Clignancourt;50854189300014;19 AVENUE DE LA PORTE DE CLIGNANCOURT;75018;PARIS;jardinage et convivialite;O;O;1500;1500;1500;;;;1500;7921;Financee
2013;Les "Oublie-e-s" de la Memoire Association Civile Homosexuelle du Devoir de Memoire;49768446400025;206 QUAI DE VALMY;75010;PARIS;Fonctionnement courant de l?association pour l?annee 2013;N;N;5000;5000;5000;5000;;;;17739;Financee
2013;Les petits debrouillards Ile-de-France;42994326900028;2 RUE DE LA CL?TURE;75019;PARIS;UniverCites;O;O;4000;3000;3000;;3000;;;19670;Financee
2013;LES PRODUCTIONS DE LA FABRIQUE;52863073400010;74 RUE MYRHA;75018;PARIS;ARE - ATELIER THEATRE;O;N;4900;;;;;;;149721;Non financee
2013;LIGUE DE L'ENSEIGNEMENT FEDERATION DEPARTEMENTALE DE PARIS MOUVEMENT D'EDUCATION POPULAIRE FEDERATION DE PARIS DE LA LIGUE DE L'ENSEIGNEMENT;78441436900065;167 BOULEVARD DE LA VILLETTE;75010;PARIS;Projet Devoir de memoire;N;N;22000;22000;22000;;22000;;;17156;Financee
2013;LIGUE DE L'ILE DE FRANCE DE JEU DE DAMES;44803582400037;206 QUAI DE VALMY;75010;PARIS;Fonctionnement;N;N;600;600;600;600;;;;19980;Financee
